run,file,label,seed,severity,surface,lighting,camera,background,own_sim,top1_class,top1_sim,margin,hard_fail_mode,hard_fail_sim,drift_mode,drift_sim,agree,hard_fail,drift,retained,ok
output,mli_damage/mli_damage_600490.png,mli_damage,600490,minor,surf_mli,light_albedo,cam_inspect,bg_structure,0.2516,mli_damage,0.2516,0.0035,person,0.1803,plain_texture,0.1882,1,0,0,1,1
output,mli_damage/mli_damage_600491.png,mli_damage,600491,moderate,surf_mli,light_direct,cam_macro,bg_space,0.2191,solar_damage,0.2514,-0.0323,cartoon,0.1561,device,0.1759,0,0,0,0,1
output,mli_damage/mli_damage_600492.png,mli_damage,600492,moderate,surf_mli,light_direct,cam_oblique,bg_earth,0.2424,mli_damage,0.2424,0.0172,moon_terrain,0.1919,plain_texture,0.1934,1,0,0,1,1
output,mli_damage/mli_damage_600493.png,mli_damage,600493,moderate,surf_mli,light_grazing,cam_macro,bg_space,0.2504,mli_damage,0.2504,0.0088,moon_terrain,0.2187,plain_texture,0.2736,1,0,1,1,1
output,mli_damage/mli_damage_600494.png,mli_damage,600494,severe,surf_mli,light_direct,cam_macro,bg_earth,0.2210,mli_damage,0.2210,0.0158,cartoon,0.1690,plain_texture,0.1903,1,0,0,1,1
output,mli_damage/mli_damage_600495.png,mli_damage,600495,severe,surf_mli,light_albedo,cam_macro,bg_earth,0.2396,melt_splash,0.2473,-0.0077,moon_terrain,0.2028,plain_texture,0.2148,0,0,0,0,1
output,mli_damage/mli_damage_600496.png,mli_damage,600496,minor,surf_mli,light_glint,cam_inspect,bg_earth,0.2988,mli_damage,0.2988,0.0534,person,0.1631,plain_texture,0.1778,1,0,0,1,1
output,mli_damage/mli_damage_600497.png,mli_damage,600497,moderate,surf_mli,light_albedo,cam_macro,bg_space,0.2644,mli_damage,0.2644,0.0202,person,0.1792,device,0.1831,1,0,0,1,1
output,mli_damage/mli_damage_600498.png,mli_damage,600498,minor,surf_mli,light_glint,cam_macro,bg_space,0.2160,mli_damage,0.2160,0.0156,cartoon,0.1597,plain_texture,0.1511,1,0,0,1,1
output,mli_damage/mli_damage_600499.png,mli_damage,600499,moderate,surf_mli,light_grazing,cam_macro,bg_earth,0.2310,mli_damage,0.2310,0.0033,cartoon,0.1841,plain_texture,0.2407,1,0,1,1,1
output,mli_damage/mli_damage_600500.png,mli_damage,600500,minor,surf_mli,light_glint,cam_survey,bg_structure,0.2099,perforation,0.2376,-0.0277,person,0.1827,device,0.1950,0,0,0,0,1
output,mli_damage/mli_damage_600501.png,mli_damage,600501,moderate,surf_mli,light_glint,cam_survey,bg_space,0.2061,melt_splash,0.2373,-0.0312,cartoon,0.1800,plain_texture,0.2459,0,0,1,0,1
output,mli_damage/mli_damage_600502.png,mli_damage,600502,moderate,surf_mli,light_albedo,cam_oblique,bg_stars,0.2620,mli_damage,0.2620,0.0576,text_logo,0.1588,plain_texture,0.1925,1,0,0,1,1
output,mli_damage/mli_damage_600503.png,mli_damage,600503,severe,surf_mli,light_glint,cam_oblique,bg_structure,0.2753,mli_damage,0.2753,0.0198,person,0.1800,plain_texture,0.1886,1,0,0,1,1
output,mli_damage/mli_damage_600504.png,mli_damage,600504,moderate,surf_mli,light_glint,cam_oblique,bg_space,0.2717,mli_damage,0.2717,0.0109,moon_terrain,0.1698,plain_texture,0.1869,1,0,0,1,1
output,mli_damage/mli_damage_600505.png,mli_damage,600505,minor,surf_mli,light_grazing,cam_macro,bg_earth,0.2762,mli_damage,0.2762,0.0683,cartoon,0.1603,plain_texture,0.2177,1,0,0,1,1
output,mli_damage/mli_damage_600506.png,mli_damage,600506,severe,surf_mli,light_albedo,cam_inspect,bg_stars,0.2157,perforation,0.2476,-0.0320,person,0.1941,whole_satellite,0.1834,0,0,0,0,1
output,mli_damage/mli_damage_600507.png,mli_damage,600507,minor,surf_mli,light_grazing,cam_oblique,bg_earth,0.2751,perforation,0.3006,-0.0255,moon_terrain,0.2156,plain_texture,0.2466,0,0,0,0,1
output,mli_damage/mli_damage_600508.png,mli_damage,600508,severe,surf_mli,light_grazing,cam_inspect,bg_structure,0.3073,mli_damage,0.3073,0.1028,moon_terrain,0.1557,plain_texture,0.2312,1,0,0,1,1
output,mli_damage/mli_damage_600509.png,mli_damage,600509,moderate,surf_mli,light_albedo,cam_inspect,bg_structure,0.2066,nominal,0.2425,-0.0359,person,0.1678,device,0.2100,0,0,1,0,1
output,mli_damage/mli_damage_600510.png,mli_damage,600510,minor,surf_mli,light_direct,cam_inspect,bg_space,0.2438,mli_damage,0.2438,0.0634,cartoon,0.1714,plain_texture,0.1882,1,0,0,1,1
output,mli_damage/mli_damage_600511.png,mli_damage,600511,severe,surf_mli,light_albedo,cam_macro,bg_structure,0.2468,mli_damage,0.2468,0.0351,cartoon,0.1406,plain_texture,0.2056,1,0,0,1,1
output,mli_damage/mli_damage_600512.png,mli_damage,600512,minor,surf_mli,light_direct,cam_inspect,bg_stars,0.2515,nominal,0.2718,-0.0204,person,0.1873,device,0.1757,0,0,0,0,1
output,mli_damage/mli_damage_600513.png,mli_damage,600513,moderate,surf_mli,light_led,cam_inspect,bg_earth,0.2567,perforation,0.2592,-0.0025,person,0.1727,whole_satellite,0.1860,0,0,0,0,1
output,mli_damage/mli_damage_600514.png,mli_damage,600514,minor,surf_mli,light_direct,cam_survey,bg_structure,0.2686,mli_damage,0.2686,0.0291,cartoon,0.1806,plain_texture,0.1805,1,0,0,1,1
output,mli_damage/mli_damage_600515.png,mli_damage,600515,minor,surf_mli,light_direct,cam_survey,bg_stars,0.2026,nominal,0.2138,-0.0112,person,0.1809,plain_texture,0.1625,0,0,0,0,1
output,mli_damage/mli_damage_600516.png,mli_damage,600516,moderate,surf_mli,light_albedo,cam_survey,bg_structure,0.1688,nominal,0.1905,-0.0217,cartoon,0.1714,plain_texture,0.1852,0,1,1,0,1
output,mli_damage/mli_damage_600517.png,mli_damage,600517,moderate,surf_mli,light_glint,cam_inspect,bg_structure,0.2497,mli_damage,0.2497,0.0024,moon_terrain,0.1936,plain_texture,0.1958,1,0,0,1,1
output,mli_damage/mli_damage_600518.png,mli_damage,600518,moderate,surf_mli,light_grazing,cam_oblique,bg_structure,0.2424,mli_damage,0.2424,0.0177,moon_terrain,0.1796,plain_texture,0.1835,1,0,0,1,1
output,mli_damage/mli_damage_600519.png,mli_damage,600519,moderate,surf_mli,light_led,cam_survey,bg_structure,0.1658,nominal,0.2566,-0.0908,person,0.1886,plain_texture,0.2020,0,1,1,0,1
output,mli_damage/mli_damage_600520.png,mli_damage,600520,severe,surf_mli,light_direct,cam_survey,bg_structure,0.1992,nominal,0.2810,-0.0819,person,0.1912,device,0.2038,0,0,1,0,1
output,mli_damage/mli_damage_600521.png,mli_damage,600521,severe,surf_mli,light_led,cam_oblique,bg_stars,0.2326,mli_damage,0.2326,0.0084,person,0.1650,whole_satellite,0.1726,1,0,0,1,1
output,mli_damage/mli_damage_600522.png,mli_damage,600522,moderate,surf_mli,light_glint,cam_oblique,bg_structure,0.2742,mli_damage,0.2742,0.0549,person,0.1572,plain_texture,0.2220,1,0,0,1,1
output,mli_damage/mli_damage_600523.png,mli_damage,600523,minor,surf_mli,light_grazing,cam_inspect,bg_earth,0.2727,mli_damage,0.2727,0.0249,person,0.2023,device,0.1842,1,0,0,1,1
output,mli_damage/mli_damage_600524.png,mli_damage,600524,severe,surf_mli,light_direct,cam_oblique,bg_space,0.2402,mli_damage,0.2402,0.0248,cartoon,0.1574,plain_texture,0.1817,1,0,0,1,1
output,mli_damage/mli_damage_600525.png,mli_damage,600525,minor,surf_mli,light_glint,cam_oblique,bg_stars,0.2773,mli_damage,0.2773,0.0447,person,0.1802,plain_texture,0.2117,1,0,0,1,1
output,mli_damage/mli_damage_600526.png,mli_damage,600526,moderate,surf_mli,light_albedo,cam_oblique,bg_earth,0.2207,spallation,0.2312,-0.0105,moon_terrain,0.2180,plain_texture,0.1691,0,0,0,0,1
output,mli_damage/mli_damage_600527.png,mli_damage,600527,minor,surf_mli,light_led,cam_inspect,bg_earth,0.2468,mli_damage,0.2468,0.0123,person,0.1635,device,0.1900,1,0,0,1,1
output,mli_damage/mli_damage_600528.png,mli_damage,600528,moderate,surf_mli,light_led,cam_survey,bg_space,0.1551,perforation,0.2096,-0.0545,cartoon,0.1632,plain_texture,0.1675,0,1,1,0,1
output,mli_damage/mli_damage_600529.png,mli_damage,600529,moderate,surf_mli,light_grazing,cam_inspect,bg_space,0.2411,melt_splash,0.3019,-0.0608,moon_terrain,0.2208,plain_texture,0.2261,0,0,0,0,1
output,mli_damage/mli_damage_600530.png,mli_damage,600530,severe,surf_mli,light_glint,cam_macro,bg_stars,0.2715,mli_damage,0.2715,0.0894,cartoon,0.1564,plain_texture,0.2046,1,0,0,1,1
output,mli_damage/mli_damage_600531.png,mli_damage,600531,severe,surf_mli,light_grazing,cam_oblique,bg_structure,0.2716,mli_damage,0.2716,0.0009,moon_terrain,0.2111,plain_texture,0.2298,1,0,0,1,1
output,mli_damage/mli_damage_600532.png,mli_damage,600532,moderate,surf_mli,light_albedo,cam_oblique,bg_structure,0.2459,mli_damage,0.2459,0.0466,cartoon,0.1646,plain_texture,0.2036,1,0,0,1,1
output,mli_damage/mli_damage_600533.png,mli_damage,600533,severe,surf_mli,light_grazing,cam_macro,bg_structure,0.2177,mli_damage,0.2177,0.0032,moon_terrain,0.1680,plain_texture,0.1740,1,0,0,1,1
output,mli_damage/mli_damage_600534.png,mli_damage,600534,minor,surf_mli,light_grazing,cam_macro,bg_stars,0.2025,mli_damage,0.2025,0.0002,cartoon,0.1718,plain_texture,0.2187,1,0,1,1,1
output,mli_damage/mli_damage_600535.png,mli_damage,600535,moderate,surf_mli,light_glint,cam_macro,bg_structure,0.2762,mli_damage,0.2762,0.0570,cartoon,0.1617,plain_texture,0.1805,1,0,0,1,1
output,mli_damage/mli_damage_600536.png,mli_damage,600536,moderate,surf_mli,light_direct,cam_macro,bg_earth,0.2655,mli_damage,0.2655,0.0755,cartoon,0.1810,plain_texture,0.2068,1,0,0,1,1
output,mli_damage/mli_damage_600537.png,mli_damage,600537,moderate,surf_mli,light_grazing,cam_oblique,bg_space,0.1552,melt_splash,0.2451,-0.0898,moon_terrain,0.2463,plain_texture,0.2707,0,1,1,0,1
output,mli_damage/mli_damage_600538.png,mli_damage,600538,minor,surf_mli,light_led,cam_oblique,bg_stars,0.2738,mli_damage,0.2738,0.0394,moon_terrain,0.1679,plain_texture,0.2113,1,0,0,1,1
output,mli_damage/mli_damage_600539.png,mli_damage,600539,moderate,surf_mli,light_glint,cam_inspect,bg_space,0.1584,nominal,0.2430,-0.0846,person,0.1887,device,0.1879,0,1,1,0,1
output,mli_damage/mli_damage_600540.png,mli_damage,600540,severe,surf_mli,light_glint,cam_survey,bg_earth,0.2159,nominal,0.2882,-0.0723,person,0.2321,device,0.2141,0,1,0,0,1
output,mli_damage/mli_damage_600541.png,mli_damage,600541,minor,surf_mli,light_grazing,cam_inspect,bg_space,0.2767,melt_splash,0.2823,-0.0056,moon_terrain,0.1975,plain_texture,0.1713,0,0,0,0,1
output,mli_damage/mli_damage_600542.png,mli_damage,600542,minor,surf_mli,light_led,cam_survey,bg_stars,0.1704,nominal,0.2900,-0.1195,person,0.1888,device,0.2171,0,1,1,0,1
output,mli_damage/mli_damage_600543.png,mli_damage,600543,severe,surf_mli,light_direct,cam_macro,bg_space,0.2266,mli_damage,0.2266,0.0329,cartoon,0.1716,plain_texture,0.1757,1,0,0,1,1
output,mli_damage/mli_damage_600544.png,mli_damage,600544,moderate,surf_mli,light_albedo,cam_inspect,bg_earth,0.2555,perforation,0.2692,-0.0137,person,0.1626,plain_texture,0.1779,0,0,0,0,1
output,mli_damage/mli_damage_600545.png,mli_damage,600545,minor,surf_mli,light_grazing,cam_oblique,bg_stars,0.1695,nominal,0.2526,-0.0832,person,0.1995,whole_satellite,0.2215,0,1,1,0,1
output,mli_damage/mli_damage_600546.png,mli_damage,600546,minor,surf_mli,light_grazing,cam_macro,bg_structure,0.2256,solar_damage,0.2266,-0.0010,moon_terrain,0.1997,plain_texture,0.1735,0,0,0,0,1
output,mli_damage/mli_damage_600547.png,mli_damage,600547,minor,surf_mli,light_grazing,cam_survey,bg_space,0.2651,melt_splash,0.2724,-0.0073,moon_terrain,0.2258,plain_texture,0.2581,0,0,0,0,1
output,mli_damage/mli_damage_600548.png,mli_damage,600548,moderate,surf_mli,light_albedo,cam_survey,bg_stars,0.2012,nominal,0.3013,-0.1001,person,0.2295,plain_texture,0.2200,0,1,1,0,1
output,mli_damage/mli_damage_600549.png,mli_damage,600549,minor,surf_mli,light_led,cam_macro,bg_earth,0.1884,mli_damage,0.1884,0.0123,text_logo,0.1693,device,0.1420,1,0,0,1,1
output,mli_damage/mli_damage_600550.png,mli_damage,600550,severe,surf_mli,light_grazing,cam_inspect,bg_stars,0.2212,melt_splash,0.2357,-0.0145,text_logo,0.1734,plain_texture,0.1924,0,0,0,0,1
output,mli_damage/mli_damage_600551.png,mli_damage,600551,moderate,surf_mli,light_albedo,cam_macro,bg_stars,0.2380,mli_damage,0.2380,0.0092,moon_terrain,0.1912,plain_texture,0.2335,1,0,0,1,1
output,mli_damage/mli_damage_600552.png,mli_damage,600552,moderate,surf_mli,light_glint,cam_inspect,bg_stars,0.2276,crater,0.2319,-0.0043,cartoon,0.1819,whole_satellite,0.1722,0,0,0,0,1
output,mli_damage/mli_damage_600553.png,mli_damage,600553,minor,surf_mli,light_led,cam_survey,bg_structure,0.1747,structural_severe,0.1907,-0.0160,cartoon,0.1654,plain_texture,0.1721,0,0,0,0,1
output,mli_damage/mli_damage_600554.png,mli_damage,600554,moderate,surf_mli,light_glint,cam_oblique,bg_earth,0.2704,mli_damage,0.2704,0.0246,moon_terrain,0.2112,plain_texture,0.2469,1,0,0,1,1
output,mli_damage/mli_damage_600555.png,mli_damage,600555,severe,surf_mli,light_direct,cam_inspect,bg_space,0.1977,nominal,0.2571,-0.0595,person,0.1751,device,0.2120,0,0,1,0,1
output,mli_damage/mli_damage_600556.png,mli_damage,600556,moderate,surf_mli,light_direct,cam_inspect,bg_earth,0.2294,mli_damage,0.2294,0.0509,cartoon,0.1542,plain_texture,0.1604,1,0,0,1,1
output,mli_damage/mli_damage_600557.png,mli_damage,600557,moderate,surf_mli,light_grazing,cam_oblique,bg_earth,0.2479,mli_damage,0.2479,0.0367,moon_terrain,0.1671,plain_texture,0.2071,1,0,0,1,1
output,mli_damage/mli_damage_600558.png,mli_damage,600558,severe,surf_mli,light_albedo,cam_inspect,bg_structure,0.1525,nominal,0.2548,-0.1023,person,0.1621,device,0.1900,0,1,1,0,1
output,mli_damage/mli_damage_600559.png,mli_damage,600559,severe,surf_mli,light_glint,cam_macro,bg_structure,0.2505,mli_damage,0.2505,0.0495,cartoon,0.1670,plain_texture,0.1925,1,0,0,1,1
output,mli_damage/mli_damage_600560.png,mli_damage,600560,moderate,surf_mli,light_led,cam_inspect,bg_structure,0.2478,mli_damage,0.2478,0.0580,person,0.1707,plain_texture,0.1827,1,0,0,1,1
output,mli_damage/mli_damage_600561.png,mli_damage,600561,severe,surf_mli,light_led,cam_macro,bg_structure,0.2589,mli_damage,0.2589,0.0557,person,0.1629,plain_texture,0.1863,1,0,0,1,1
output,mli_damage/mli_damage_600562.png,mli_damage,600562,minor,surf_mli,light_led,cam_oblique,bg_structure,0.1897,structural_severe,0.2606,-0.0709,person,0.1796,device,0.2001,0,0,1,0,1
output,mli_damage/mli_damage_600563.png,mli_damage,600563,moderate,surf_mli,light_albedo,cam_oblique,bg_space,0.2422,mli_damage,0.2422,0.0469,cartoon,0.1770,plain_texture,0.2085,1,0,0,1,1
output,mli_damage/mli_damage_600564.png,mli_damage,600564,minor,surf_mli,light_direct,cam_macro,bg_space,0.2364,mli_damage,0.2364,0.0194,text_logo,0.1740,device,0.1539,1,0,0,1,1
output,mli_damage/mli_damage_600565.png,mli_damage,600565,minor,surf_mli,light_direct,cam_oblique,bg_earth,0.2302,petaling,0.2313,-0.0011,moon_terrain,0.1539,plain_texture,0.1573,0,0,0,0,1
output,mli_damage/mli_damage_600566.png,mli_damage,600566,minor,surf_mli,light_glint,cam_survey,bg_stars,0.2283,perforation,0.2719,-0.0436,person,0.2061,plain_texture,0.1937,0,0,0,0,1
output,mli_damage/mli_damage_600567.png,mli_damage,600567,moderate,surf_mli,light_glint,cam_survey,bg_earth,0.2261,nominal,0.2310,-0.0049,moon_terrain,0.1736,plain_texture,0.1794,0,0,0,0,1
output,mli_damage/mli_damage_600568.png,mli_damage,600568,severe,surf_mli,light_direct,cam_survey,bg_earth,0.2314,mli_damage,0.2314,0.0484,cartoon,0.1656,plain_texture,0.1686,1,0,0,1,1
output,mli_damage/mli_damage_600569.png,mli_damage,600569,moderate,surf_mli,light_albedo,cam_survey,bg_space,0.1454,nominal,0.2331,-0.0877,person,0.1866,device,0.1990,0,1,1,0,1
output,mli_damage/mli_damage_600570.png,mli_damage,600570,moderate,surf_mli,light_led,cam_oblique,bg_stars,0.2109,structural_severe,0.2206,-0.0098,cartoon,0.1533,plain_texture,0.1875,0,0,0,0,1
output,mli_damage/mli_damage_600571.png,mli_damage,600571,minor,surf_mli,light_led,cam_inspect,bg_stars,0.2154,spallation,0.2474,-0.0320,person,0.2070,plain_texture,0.2094,0,0,0,0,1
output,mli_damage/mli_damage_600572.png,mli_damage,600572,minor,surf_mli,light_albedo,cam_survey,bg_structure,0.2234,spallation,0.2416,-0.0182,cartoon,0.1702,whole_satellite,0.1786,0,0,0,0,1
output,mli_damage/mli_damage_600573.png,mli_damage,600573,severe,surf_mli,light_glint,cam_oblique,bg_stars,0.2396,perforation,0.2577,-0.0181,person,0.1687,whole_satellite,0.1749,0,0,0,0,1
output,mli_damage/mli_damage_600574.png,mli_damage,600574,severe,surf_mli,light_grazing,cam_survey,bg_space,0.2703,mli_damage,0.2703,0.0267,person,0.1760,plain_texture,0.2095,1,0,0,1,1
output,mli_damage/mli_damage_600575.png,mli_damage,600575,severe,surf_mli,light_led,cam_survey,bg_structure,0.1716,nominal,0.2335,-0.0619,person,0.1749,device,0.1952,0,1,1,0,1
output,mli_damage/mli_damage_600576.png,mli_damage,600576,severe,surf_mli,light_direct,cam_macro,bg_stars,0.2362,mli_damage,0.2362,0.0115,cartoon,0.1801,plain_texture,0.2155,1,0,0,1,1
output,mli_damage/mli_damage_600577.png,mli_damage,600577,severe,surf_mli,light_grazing,cam_inspect,bg_space,0.2444,perforation,0.2551,-0.0107,moon_terrain,0.1680,plain_texture,0.2176,0,0,0,0,1
output,mli_damage/mli_damage_600578.png,mli_damage,600578,moderate,surf_mli,light_glint,cam_inspect,bg_earth,0.2239,spallation,0.2398,-0.0159,person,0.1750,whole_satellite,0.1774,0,0,0,0,1
output,mli_damage/mli_damage_600579.png,mli_damage,600579,minor,surf_mli,light_led,cam_macro,bg_structure,0.2768,mli_damage,0.2768,0.0443,moon_terrain,0.1700,plain_texture,0.2148,1,0,0,1,1
output,mli_damage/mli_damage_600580.png,mli_damage,600580,moderate,surf_mli,light_led,cam_macro,bg_space,0.2118,melt_splash,0.2798,-0.0681,moon_terrain,0.1950,plain_texture,0.2162,0,0,1,0,1
output,mli_damage/mli_damage_600581.png,mli_damage,600581,moderate,surf_mli,light_direct,cam_survey,bg_stars,0.2667,mli_damage,0.2667,0.0000,moon_terrain,0.1806,plain_texture,0.1844,1,0,0,1,1
output,mli_damage/mli_damage_600582.png,mli_damage,600582,moderate,surf_mli,light_direct,cam_survey,bg_structure,0.2181,mli_damage,0.2181,0.0276,cartoon,0.1758,plain_texture,0.1882,1,0,0,1,1
output,mli_damage/mli_damage_600583.png,mli_damage,600583,minor,surf_mli,light_led,cam_inspect,bg_structure,0.2474,mli_damage,0.2474,0.0175,person,0.1786,device,0.1774,1,0,0,1,1
output,mli_damage/mli_damage_600584.png,mli_damage,600584,severe,surf_mli,light_glint,cam_inspect,bg_space,0.2762,mli_damage,0.2762,0.0607,cartoon,0.1725,plain_texture,0.2192,1,0,0,1,1
output,mli_damage/mli_damage_600585.png,mli_damage,600585,severe,surf_mli,light_led,cam_inspect,bg_earth,0.1880,perforation,0.2805,-0.0925,person,0.2329,device,0.2069,0,1,1,0,1
output,mli_damage/mli_damage_600586.png,mli_damage,600586,minor,surf_mli,light_led,cam_macro,bg_space,0.2228,petaling,0.2430,-0.0202,cartoon,0.1575,device,0.1720,0,0,0,0,1
output,mli_damage/mli_damage_600587.png,mli_damage,600587,minor,surf_mli,light_grazing,cam_oblique,bg_space,0.1963,perforation,0.2829,-0.0865,text_logo,0.1722,plain_texture,0.1896,0,0,0,0,1
output,mli_damage/mli_damage_600588.png,mli_damage,600588,moderate,surf_mli,light_led,cam_macro,bg_structure,0.2326,perforation,0.2752,-0.0426,moon_terrain,0.1611,plain_texture,0.2138,0,0,0,0,1
output,mli_damage/mli_damage_600589.png,mli_damage,600589,severe,surf_mli,light_albedo,cam_macro,bg_stars,0.2316,mli_damage,0.2316,0.0427,text_logo,0.1482,plain_texture,0.2086,1,0,0,1,1
output,mli_damage/mli_damage_600590.png,mli_damage,600590,severe,surf_mli,light_grazing,cam_oblique,bg_space,0.2143,melt_splash,0.2560,-0.0417,moon_terrain,0.2484,plain_texture,0.2556,0,1,1,0,1
output,mli_damage/mli_damage_600591.png,mli_damage,600591,severe,surf_mli,light_grazing,cam_inspect,bg_earth,0.2192,perforation,0.2252,-0.0060,person,0.1652,whole_satellite,0.1540,0,0,0,0,1
output,mli_damage/mli_damage_600592.png,mli_damage,600592,severe,surf_mli,light_grazing,cam_survey,bg_stars,0.2361,crater,0.2645,-0.0284,moon_terrain,0.2199,whole_satellite,0.1778,0,0,0,0,1
output,mli_damage/mli_damage_600593.png,mli_damage,600593,severe,surf_mli,light_direct,cam_survey,bg_stars,0.2294,perforation,0.3188,-0.0894,person,0.1918,plain_texture,0.2168,0,0,0,0,1
output,mli_damage/mli_damage_600594.png,mli_damage,600594,severe,surf_mli,light_led,cam_oblique,bg_earth,0.2233,spallation,0.2779,-0.0545,person,0.2048,plain_texture,0.1858,0,0,0,0,1
output,mli_damage/mli_damage_600595.png,mli_damage,600595,minor,surf_mli,light_direct,cam_macro,bg_earth,0.2563,mli_damage,0.2563,0.0635,cartoon,0.1384,plain_texture,0.2093,1,0,0,1,1
output,mli_damage/mli_damage_600596.png,mli_damage,600596,moderate,surf_mli,light_direct,cam_inspect,bg_structure,0.1672,perforation,0.2488,-0.0815,person,0.1811,device,0.1928,0,1,1,0,1
output,mli_damage/mli_damage_600597.png,mli_damage,600597,severe,surf_mli,light_led,cam_macro,bg_space,0.2044,petaling,0.2112,-0.0068,cartoon,0.1649,device,0.1561,0,0,0,0,1
output,mli_damage/mli_damage_600598.png,mli_damage,600598,moderate,surf_mli,light_grazing,cam_macro,bg_structure,0.2109,mli_damage,0.2109,0.0035,text_logo,0.1626,plain_texture,0.2056,1,0,0,1,1
output,mli_damage/mli_damage_600599.png,mli_damage,600599,moderate,surf_mli,light_grazing,cam_oblique,bg_stars,0.2476,mli_damage,0.2476,0.0126,moon_terrain,0.2061,plain_texture,0.2366,1,0,0,1,1
output,mli_damage/mli_damage_600600.png,mli_damage,600600,minor,surf_mli,light_direct,cam_macro,bg_stars,0.2213,mli_damage,0.2213,0.0272,cartoon,0.1680,plain_texture,0.1648,1,0,0,1,1
output,mli_damage/mli_damage_600601.png,mli_damage,600601,minor,surf_mli,light_glint,cam_macro,bg_earth,0.2668,mli_damage,0.2668,0.0393,cartoon,0.1657,plain_texture,0.1930,1,0,0,1,1
output,mli_damage/mli_damage_600602.png,mli_damage,600602,minor,surf_mli,light_albedo,cam_inspect,bg_space,0.1889,nominal,0.2654,-0.0765,person,0.2114,device,0.1946,0,1,1,0,1
output,mli_damage/mli_damage_600603.png,mli_damage,600603,moderate,surf_mli,light_direct,cam_macro,bg_structure,0.2605,mli_damage,0.2605,0.0425,cartoon,0.1787,plain_texture,0.2378,1,0,0,1,1
output,mli_damage/mli_damage_600604.png,mli_damage,600604,severe,surf_mli,light_direct,cam_inspect,bg_stars,0.1955,nominal,0.2570,-0.0615,person,0.2168,device,0.1860,0,1,0,0,1
output,mli_damage/mli_damage_600605.png,mli_damage,600605,minor,surf_mli,light_grazing,cam_survey,bg_stars,0.2774,mli_damage,0.2774,0.0008,moon_terrain,0.2266,plain_texture,0.2906,1,0,1,1,1
output,mli_damage/mli_damage_600606.png,mli_damage,600606,severe,surf_mli,light_led,cam_inspect,bg_stars,0.2184,melt_splash,0.2630,-0.0446,cartoon,0.1709,plain_texture,0.1980,0,0,0,0,1
output,mli_damage/mli_damage_600607.png,mli_damage,600607,minor,surf_mli,light_albedo,cam_survey,bg_earth,0.2636,nominal,0.2780,-0.0145,person,0.2209,device,0.2017,0,0,0,0,1
output,mli_damage/mli_damage_600608.png,mli_damage,600608,minor,surf_mli,light_albedo,cam_survey,bg_space,0.2065,perforation,0.2921,-0.0856,person,0.1932,plain_texture,0.1955,0,0,0,0,1
output,mli_damage/mli_damage_600609.png,mli_damage,600609,severe,surf_mli,light_led,cam_macro,bg_earth,0.1961,mli_damage,0.1961,0.0237,cartoon,0.1449,plain_texture,0.1663,1,0,0,1,1
output,mli_damage/mli_damage_600610.png,mli_damage,600610,severe,surf_mli,light_glint,cam_inspect,bg_structure,0.1624,nominal,0.2618,-0.0995,person,0.1790,device,0.1932,0,1,1,0,1
output,mli_damage/mli_damage_600611.png,mli_damage,600611,severe,surf_mli,light_albedo,cam_inspect,bg_earth,0.2445,mli_damage,0.2445,0.0630,text_logo,0.1678,plain_texture,0.1512,1,0,0,1,1
output,mli_damage/mli_damage_600612.png,mli_damage,600612,severe,surf_mli,light_glint,cam_inspect,bg_stars,0.2966,mli_damage,0.2966,0.0489,person,0.1719,plain_texture,0.2067,1,0,0,1,1
output,mli_damage/mli_damage_600613.png,mli_damage,600613,severe,surf_mli,light_glint,cam_survey,bg_space,0.2194,nominal,0.2854,-0.0659,person,0.1954,plain_texture,0.2049,0,0,0,0,1
output,mli_damage/mli_damage_600614.png,mli_damage,600614,minor,surf_mli,light_glint,cam_survey,bg_space,0.2272,nominal,0.2347,-0.0075,person,0.2050,whole_satellite,0.1864,0,0,0,0,1
output,mli_damage/mli_damage_600615.png,mli_damage,600615,minor,surf_mli,light_grazing,cam_inspect,bg_structure,0.2505,mli_damage,0.2505,0.0147,person,0.1693,plain_texture,0.2184,1,0,0,1,1
output,mli_damage/mli_damage_600616.png,mli_damage,600616,minor,surf_mli,light_glint,cam_macro,bg_stars,0.1804,mli_damage,0.1804,0.0136,text_logo,0.1731,device,0.1566,1,0,0,1,1
output,mli_damage/mli_damage_600617.png,mli_damage,600617,minor,surf_mli,light_led,cam_survey,bg_earth,0.2280,mli_damage,0.2280,0.0205,cartoon,0.1535,plain_texture,0.1539,1,0,0,1,1
output,mli_damage/mli_damage_600618.png,mli_damage,600618,severe,surf_mli,light_glint,cam_inspect,bg_earth,0.1904,solar_damage,0.2048,-0.0144,person,0.1702,whole_satellite,0.2041,0,0,1,0,1
output,mli_damage/mli_damage_600619.png,mli_damage,600619,moderate,surf_mli,light_direct,cam_survey,bg_earth,0.1681,nominal,0.2408,-0.0727,person,0.2040,device,0.1918,0,1,1,0,1
output,mli_damage/mli_damage_600620.png,mli_damage,600620,severe,surf_mli,light_led,cam_survey,bg_stars,0.2063,nominal,0.3040,-0.0977,person,0.2035,plain_texture,0.2144,0,0,1,0,1
output,mli_damage/mli_damage_600621.png,mli_damage,600621,minor,surf_mli,light_led,cam_oblique,bg_earth,0.2470,mli_damage,0.2470,0.0516,cartoon,0.1495,plain_texture,0.1918,1,0,0,1,1
